"pathway","num_genes","num_TGs","min","q25","mean","median","q75","max","TG_prop"
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",13,3,17,22.5,24.3333333333333,28,28,28,0.230769230769231
"TAK1-dependent IKK and NF-kappa-B activation  ",44,17,2,5,62.2352941176471,11,64,425,0.386363636363636
"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",1,1,57,57,57,57,57,57,1
"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",1,1,57,57,57,57,57,57,1
"TBC/RABGAPs",44,11,1,15,50.2727272727273,28,69,177,0.25
"TCF dependent signaling in response to WNT",220,74,1,10.25,61.8513513513514,23,75.75,677,0.336363636363636
"TCR signaling",111,32,2,6.75,35.75,15.5,43.5,305,0.288288288288288
"TET1,2,3 and TDG demethylate DNA",4,0,NA,NA,NA,NA,NA,NA,0
"TFAP2 (AP-2) family regulates transcription of cell cycle factors",5,2,18,82.75,147.5,147.5,212.25,277,0.4
"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",15,4,14,30.5,115.25,85,169.75,277,0.266666666666667
"TFAP2 (AP-2) family regulates transcription of other transcription factors",4,2,20,84.25,148.5,148.5,212.75,277,0.5
"TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation",5,1,277,277,277,277,277,277,0.2
"TGF-beta receptor signaling activates SMADs",47,17,1,7,54.9411764705882,22,35,404,0.361702127659574
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",16,6,10,16.75,96.1666666666667,41.5,64,404,0.375
"TGFBR1 KD Mutants in Cancer",6,3,1,31,155.333333333333,61,232.5,404,0.5
"TGFBR1 LBD Mutants in Cancer",4,2,61,146.75,232.5,232.5,318.25,404,0.5
"TGFBR2 Kinase Domain Mutants in Cancer",3,2,61,146.75,232.5,232.5,318.25,404,0.666666666666667
"TGFBR2 MSI Frameshift Mutants in Cancer",2,1,61,61,61,61,61,61,0.5
"TGFBR3 PTM regulation",11,3,15,16.5,21,18,24,30,0.272727272727273
"TGFBR3 expression",28,12,1,11.75,122.75,52.5,188.75,385,0.428571428571429
"TGFBR3 regulates FGF2 signaling",3,0,NA,NA,NA,NA,NA,NA,0
"TGFBR3 regulates TGF-beta signaling",8,4,3,15.75,122,40.5,146.75,404,0.5
"TGFBR3 regulates activin signaling",4,0,NA,NA,NA,NA,NA,NA,0
"TICAM1 deficiency - HSE",2,2,45,46,47,47,48,49,1
"TICAM1, RIP1-mediated IKK complex recruitment",19,11,5,11.5,51.1818181818182,22,47,305,0.578947368421053
"TICAM1,TRAF6-dependent induction of TAK1 complex",11,8,2,14,64.25,33.5,53,305,0.727272727272727
"TICAM1-dependent activation of IRF3/IRF7",13,8,8,14.25,29.5,21,46,65,0.615384615384615
"TLR3 deficiency - HSE",1,1,45,45,45,45,45,45,1
"TLR3-mediated TICAM1-dependent programmed cell death",6,4,5,21.5,31.5,36,46,49,0.666666666666667
"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",17,6,12,14.25,108.833333333333,23.5,56,516,0.352941176470588
"TNF signaling",57,25,2,9,45.52,22,35,578,0.43859649122807
"TNFR1-induced NF-kappa-B signaling pathway",33,14,2,5,18.3571428571429,13,25,65,0.424242424242424
"TNFR1-induced proapoptotic signaling",25,10,4,5,16.2,14.5,25,40,0.4
"TNFR1-mediated ceramide production",6,2,9,22.5,36,36,49.5,63,0.333333333333333
"TNFR2 non-canonical NF-kB pathway",88,24,3,12,59.3333333333333,24,58.75,516,0.272727272727273
"TNFs bind their physiological receptors",29,6,9,17.5,67,37.5,58.25,242,0.206896551724138
"TP53 Regulates Metabolic Genes",84,25,3,12,81.76,30,98,597,0.297619047619048
"TP53 Regulates Transcription of Caspase Activators and Caspases",12,5,7,14,24.2,19,31,50,0.416666666666667
"TP53 Regulates Transcription of Cell Cycle Genes",49,14,1,6.25,62.3571428571429,14.5,55,353,0.285714285714286
"TP53 Regulates Transcription of Cell Death Genes",44,22,1,10.5,46.7272727272727,23.5,41,291,0.5
"TP53 Regulates Transcription of DNA Repair Genes",62,23,1,9,41.0434782608696,21,39,309,0.370967741935484
"TP53 Regulates Transcription of Death Receptors and Ligands",12,7,7,14.5,58.4285714285714,19,31.5,291,0.583333333333333
"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",20,11,7,16.5,50.4545454545455,27,65,164,0.55
"TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",14,6,1,2.5,108,11,207,353,0.428571428571429
"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",18,6,7,16,73,40,64,271,0.333333333333333
"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",21,5,1,6,14.4,7,12,46,0.238095238095238
"TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",14,8,1,4.5,13.875,8.5,21.25,38,0.571428571428571
"TRAF3 deficiency - HSE",3,3,12,28.5,35.3333333333333,45,47,49,1
"TRAF3-dependent IRF activation pathway",15,8,3,11,57,17,65,203,0.533333333333333
"TRAF6 mediated IRF7 activation",30,9,3,14,86.1111111111111,26,164,305,0.3
"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",13,6,7,9.75,70.3333333333333,18.5,54.25,305,0.461538461538462
"TRAF6 mediated NF-kB activation",25,8,3,4.5,80.125,29,98.75,305,0.32
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",101,37,2,7,58.7027027027027,26,51,425,0.366336633663366
"TRAF6-mediated induction of TAK1 complex within TLR4 complex",16,8,2,10.5,59.75,18.5,53,305,0.5
"TRAIL  signaling",8,6,5,10.5,16.3333333333333,14.5,21.5,31,0.75
"TRIF (TICAM1)-mediated TLR4 signaling ",109,43,2,7,53.2093023255814,20,50,425,0.394495412844037
"TRIF-mediated programmed cell death",9,3,5,16,27,27,38,49,0.333333333333333
"TRKA activation by NGF",2,0,NA,NA,NA,NA,NA,NA,0
"TRP channels",28,6,1,21.75,76,29,79,282,0.214285714285714
"TWIK related potassium channel (TREK)",3,0,NA,NA,NA,NA,NA,NA,0
"TWIK-related alkaline pH activated K+ channel (TALK)",2,1,29,29,29,29,29,29,0.5
"TWIK-related spinal cord K+ channel (TRESK)",1,0,NA,NA,NA,NA,NA,NA,0
"TWIK-releated acid-sensitive K+ channel (TASK)",2,0,NA,NA,NA,NA,NA,NA,0
"TYSND1 cleaves peroxisomal proteins",7,1,6,6,6,6,6,6,0.142857142857143
"Tachykinin receptors bind tachykinins",5,1,8,8,8,8,8,8,0.2
"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)",3,0,NA,NA,NA,NA,NA,NA,0
"Tandem pore domain halothane-inhibited K+ channel (THIK)",1,0,NA,NA,NA,NA,NA,NA,0
"Tandem pore domain potassium channels",12,1,29,29,29,29,29,29,0.0833333333333333
"Tat-mediated HIV elongation arrest and recovery",31,12,1,19.5,61.8333333333333,26,84,309,0.387096774193548
"Tat-mediated elongation of the HIV-1 transcript",43,15,1,12,51.4666666666667,23,56.5,309,0.348837209302326
"Telomere C-strand (Lagging Strand) Synthesis",34,12,2,10.5,55.4166666666667,42.5,74,183,0.352941176470588
"Telomere C-strand synthesis initiation",13,4,9,36,88.25,80.5,132.75,183,0.307692307692308
"Telomere Extension By Telomerase",23,7,2,9,40.7142857142857,9,36.5,183,0.304347826086957
"Telomere Maintenance",112,43,1,9.5,50.1395348837209,17,79,309,0.383928571428571
"Terminal pathway of complement",8,3,6,10,13,14,16.5,19,0.375
"Termination of O-glycan biosynthesis",23,4,2,23.75,53.5,49.5,79.25,113,0.173913043478261
"Termination of translesion DNA synthesis",32,11,2,11.5,48,22,62.5,182,0.34375
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",10,1,6,6,6,6,6,6,0.1
"The AIM2 inflammasome",3,1,178,178,178,178,178,178,0.333333333333333
"The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex",14,5,2,66,82.2,77,102,164,0.357142857142857
"The IPAF inflammasome",2,0,NA,NA,NA,NA,NA,NA,0
"The NLRP1 inflammasome",3,0,NA,NA,NA,NA,NA,NA,0
"The NLRP3 inflammasome",16,5,2,11,53.6,13,64,178,0.3125
"The activation of arylsulfatases",13,2,15,16.5,18,18,19.5,21,0.153846153846154
"The canonical retinoid cycle in rods (twilight vision)",22,3,1,10.5,23.3333333333333,20,34.5,49,0.136363636363636
"The fatty acid cycling model",5,1,8,8,8,8,8,8,0.2
"The phototransduction cascade",34,9,4,9,53.3333333333333,30,72,151,0.264705882352941
"The retinoid cycle in cones (daylight vision)",7,0,NA,NA,NA,NA,NA,NA,0
"The role of GTSE1 in G2/M progression after G2 checkpoint",66,17,4,15,51.5294117647059,31,55,345,0.257575757575758
"The role of Nef in HIV-1 replication and disease pathogenesis",28,9,2,9,49.7777777777778,22,42,180,0.321428571428571
"Threonine catabolism",3,0,NA,NA,NA,NA,NA,NA,0
"Thrombin signalling through proteinase activated receptors (PARs)",32,10,2,6.75,26.1,11.5,21.5,149,0.3125
"Thromboxane signalling through TP receptor",24,7,6,10,34,12,25.5,149,0.291666666666667
"Thyroxine biosynthesis",14,3,1,1.5,9,2,13,24,0.214285714285714
"Tie2 Signaling",18,6,3,13.25,36.6666666666667,31.5,51.25,89,0.333333333333333
"Tight junction interactions",30,4,5,11.75,18.75,15.5,22.5,39,0.133333333333333
"Toll Like Receptor 10 (TLR10) Cascade",96,38,2,7,56.5789473684211,20.5,49,425,0.395833333333333
"Toll Like Receptor 2 (TLR2) Cascade",115,43,2,7,52.9767441860465,21,46,425,0.373913043478261
"Toll Like Receptor 3 (TLR3) Cascade",105,43,2,7,52.953488372093,20,47,425,0.40952380952381
"Toll Like Receptor 4 (TLR4) Cascade",145,54,2,8.25,50.2962962962963,20.5,49,425,0.372413793103448
"Toll Like Receptor 5 (TLR5) Cascade",96,38,2,7,56.5789473684211,20.5,49,425,0.395833333333333
"Toll Like Receptor 7/8 (TLR7/8) Cascade",106,39,2,7,57.2051282051282,26,51,425,0.367924528301887
"Toll Like Receptor 9 (TLR9) Cascade",109,40,2,7,56.85,26,51,425,0.36697247706422
"Toll Like Receptor TLR1:TLR2 Cascade",115,43,2,7,52.9767441860465,21,46,425,0.373913043478261
"Toll Like Receptor TLR6:TLR2 Cascade",112,42,2,7,53.7380952380952,19.5,47.5,425,0.375
"Toll-like Receptor Cascades",170,63,2,8,47.3174603174603,21,49,425,0.370588235294118
"Toxicity of botulinum toxin type A (botA)",4,3,69,97.5,109,126,129,132,0.75
"Toxicity of botulinum toxin type B (botB)",3,2,17,32.25,47.5,47.5,62.75,78,0.666666666666667
"Toxicity of botulinum toxin type C (botC)",3,1,185,185,185,185,185,185,0.333333333333333
"Toxicity of botulinum toxin type D (botD)",5,5,15,69,84,78,126,132,1
"Toxicity of botulinum toxin type E (botE)",3,2,69,84.75,100.5,100.5,116.25,132,0.666666666666667
"Toxicity of botulinum toxin type F (botF)",5,5,15,69,84,78,126,132,1
"Toxicity of botulinum toxin type G (botG)",3,2,15,30.75,46.5,46.5,62.25,78,0.666666666666667
"Toxicity of tetanus toxin (tetX)",1,1,78,78,78,78,78,78,1
"Trafficking and processing of endosomal TLR",13,3,3,13,23.6666666666667,23,34,45,0.230769230769231
"Trafficking of AMPA receptors",31,11,1,2,28.6363636363636,12,32.5,150,0.354838709677419
"Trafficking of GluR2-containing AMPA receptors",17,5,1,2,39,12,30,150,0.294117647058824
"Trafficking of myristoylated proteins to the cilium",5,3,12,26,55,40,76.5,113,0.6
"Transcription from mitochondrial promoters",4,3,7,11,20.6666666666667,15,27.5,40,0.75
"Transcription of E2F targets under negative control by DREAM complex",19,6,1,7.25,25.8333333333333,11.5,47.25,66,0.315789473684211
"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",16,3,15,36.5,46.3333333333333,58,62,66,0.1875
"Transcription of the HIV genome",70,20,1,8.25,76.35,23,57.25,653,0.285714285714286
"Transcription-Coupled Nucleotide Excision Repair (TC-NER)",76,25,1,8,38,17,54,309,0.328947368421053
"Transcriptional  activation of  cell cycle inhibitor p21 ",4,3,1,4,93,7,139,271,0.75
"Transcriptional Regulation by E2F6",34,11,2,8,19.8181818181818,13,16,69,0.323529411764706
"Transcriptional Regulation by MECP2",63,19,1,7.5,69.6842105263158,36,71.5,371,0.301587301587302
"Transcriptional Regulation by NPAS4",34,11,2,12,75.3636363636364,36,82.5,371,0.323529411764706
"Transcriptional Regulation by TP53",360,118,1,10,68.2372881355932,25,64.75,722,0.327777777777778
"Transcriptional Regulation by VENTX",41,12,4,25.5,93,56.5,112.5,371,0.292682926829268
"Transcriptional activation of mitochondrial biogenesis",55,23,4,14.5,72.4782608695652,45,80.5,240,0.418181818181818
"Transcriptional activation of p53 responsive genes  ",4,3,1,4,93,7,139,271,0.75
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",51,20,1,4.75,46.9,14.5,41.75,276,0.392156862745098
"Transcriptional and post-translational regulation of MITF-M expression and activity",62,11,2,8.5,42.5454545454545,24,44,164,0.17741935483871
"Transcriptional regulation by RUNX1",224,77,4,13,74.3246753246753,38,91,845,0.34375
"Transcriptional regulation by RUNX2",106,34,1,7.5,56.5882352941176,22,65.75,386,0.320754716981132
"Transcriptional regulation by RUNX3",86,30,1,14,54,22.5,60,396,0.348837209302326
"Transcriptional regulation by small RNAs",106,46,1,11.25,72.5869565217391,48.5,88.75,383,0.433962264150943
"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",38,10,1,15,105.4,28,156.5,376,0.263157894736842
"Transcriptional regulation of brown and beige adipocyte differentiation",31,12,1,15,94.4166666666667,27.5,93.5,498,0.387096774193548
"Transcriptional regulation of brown and beige adipocyte differentiation by EBF2",31,12,1,15,94.4166666666667,27.5,93.5,498,0.387096774193548
"Transcriptional regulation of granulopoiesis",89,32,2,10.75,60.0625,44.5,84.25,376,0.359550561797753
"Transcriptional regulation of pluripotent stem cells",31,4,1,1.75,23.25,12.5,34,67,0.129032258064516
"Transcriptional regulation of testis differentiation",13,2,27,38.75,50.5,50.5,62.25,74,0.153846153846154
"Transcriptional regulation of white adipocyte differentiation",84,26,1,9.25,85.4230769230769,35,120,581,0.30952380952381
"Transfer of LPS from LBP carrier to CD14",2,0,NA,NA,NA,NA,NA,NA,0
"Transferrin endocytosis and recycling",31,9,1,13,55.6666666666667,52,70,208,0.290322580645161
"Translation",371,95,2,14,60.2526315789474,26,55.5,597,0.256064690026954
"Translation initiation complex formation",59,14,2,11.5,39.0714285714286,23.5,47.25,206,0.23728813559322
"Translation of Replicase and Assembly of the Replication Transcription Complex",14,1,42,42,42,42,42,42,0.0714285714285714
"Translation of Structural Proteins",61,16,6,14.5,34.875,30,39.5,102,0.262295081967213
"Translesion Synthesis by POLH",19,7,2,15,66,22,62.5,283,0.368421052631579
"Translesion synthesis by POLI",17,6,2,15,29.8333333333333,18.5,50.5,65,0.352941176470588
"Translesion synthesis by POLK",17,6,2,15,29.8333333333333,18.5,50.5,65,0.352941176470588
"Translesion synthesis by REV1",16,6,2,15,29.8333333333333,18.5,50.5,65,0.375
"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",39,12,2,13.25,67.5833333333333,38,73.25,283,0.307692307692308
"Translocation of SLC2A4 (GLUT4) to the plasma membrane",72,23,1,11,72.1304347826087,31,88.5,345,0.319444444444444
"Translocation of ZAP-70 to Immunological synapse",24,3,2,4,16.6666666666667,6,24,42,0.125
"Transmission across Chemical Synapses",270,74,1,10,67.5135135135135,24,51,597,0.274074074074074
"Transmission across Electrical Synapses ",5,2,2,49,96,96,143,190,0.4
"Transport and metabolism of PAPS",7,2,4,21.5,39,39,56.5,74,0.285714285714286
"Transport of Mature Transcript to Cytoplasm",84,32,1,10,61.46875,22,53,383,0.380952380952381
"Transport of Mature mRNA Derived from an Intronless Transcript",42,21,3,14,85.3333333333333,38,119,383,0.5
"Transport of Mature mRNA derived from an Intron-Containing Transcript",75,28,1,10.75,64.6071428571429,22.5,53,383,0.373333333333333
"Transport of Mature mRNAs Derived from Intronless Transcripts",43,22,3,13.25,81.9090909090909,36.5,103.75,383,0.511627906976744
"Transport of RCbl within the body",8,2,25,25.75,26.5,26.5,27.25,28,0.25
"Transport of Ribonucleoproteins into the Host Nucleus",32,18,3,19.25,94.5555555555556,48.5,132.25,383,0.5625
"Transport of connexins along the secretory pathway",3,1,6,6,6,6,6,6,0.333333333333333
"Transport of connexons to the plasma membrane",21,6,6,24.25,89.1666666666667,32.5,81.25,345,0.285714285714286
"Transport of fatty acids",8,0,NA,NA,NA,NA,NA,NA,0
"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",9,5,3,7,15.6,9,16,43,0.555555555555556
"Transport of glycerol from adipocytes to the liver by Aquaporins",2,0,NA,NA,NA,NA,NA,NA,0
"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane",12,2,12,17,22,22,27,32,0.166666666666667
"Transport of nucleotide sugars",9,4,12,20.25,41.75,40.5,62,74,0.444444444444444
"Transport of small molecules",720,218,1,10,60.3119266055046,27,69.75,445,0.302777777777778
"Transport of the SLBP Dependant Mature mRNA",36,19,3,13.5,87.0526315789474,38,107,383,0.527777777777778
"Transport of the SLBP independent Mature mRNA",35,18,3,14.5,91.3333333333333,41,131.5,383,0.514285714285714
"Transport of vitamins, nucleosides, and related molecules",32,7,5,12,30.8571428571429,23,45,74,0.21875
"Transport to the Golgi and subsequent modification",187,54,1,7.25,71.2592592592593,23,67.75,829,0.288770053475936
"Triglyceride biosynthesis",14,3,3,3.5,99.3333333333333,4,147.5,291,0.214285714285714
"Triglyceride catabolism",24,4,1,10,90,79,159,201,0.166666666666667
"Triglyceride metabolism",38,7,1,3.5,94,13,173,291,0.184210526315789
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",17,6,9,21.75,102.833333333333,35,130,359,0.352941176470588
"Truncations of AMER1 destabilize the destruction complex",14,7,2,10.5,67,39,72.5,262,0.5
"Tryptophan catabolism",14,3,2,2,9,2,12.5,23,0.214285714285714
"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",31,17,2,6,52.7058823529412,16,64,262,0.548387096774194
"Type I hemidesmosome assembly",11,2,67,91,115,115,139,163,0.181818181818182
"Type II Na+/Pi cotransporters",3,1,30,30,30,30,30,30,0.333333333333333
"Tyrosine catabolism",5,0,NA,NA,NA,NA,NA,NA,0
"UCH proteinases",88,26,4,14.25,51.6538461538462,29,55.75,404,0.295454545454545
"UNC93B1 deficiency - HSE",2,1,45,45,45,45,45,45,0.5
"Ub-specific processing proteases",207,67,1,10.5,65.9850746268657,26,74.5,425,0.323671497584541
"Ubiquinol biosynthesis",13,4,2,4.25,38.75,17.5,52,118,0.307692307692308
"Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A",51,17,3,8,32.5294117647059,19,55,102,0.333333333333333
"Ubiquitin-dependent degradation of Cyclin D",39,9,4,15,32.6666666666667,22,55,65,0.230769230769231
"Unblocking of NMDA receptors, glutamate binding and activation",21,7,1,7,23.5714285714286,34,35.5,45,0.333333333333333
"Uncoating of the HIV Virion",1,1,23,23,23,23,23,23,1
"Unfolded Protein Response (UPR)",93,30,1,16,102.433333333333,44,125.5,597,0.32258064516129
"Unwinding of DNA",12,3,1,24.5,33.6666666666667,48,50,52,0.25
"Uptake and actions of bacterial toxins",29,14,14,31.25,76,48,114,227,0.482758620689655
"Uptake and function of anthrax toxins",11,4,31,39.25,42.25,42.5,45.5,53,0.363636363636364
"Uptake and function of diphtheria toxin",6,2,14,67.25,120.5,120.5,173.75,227,0.333333333333333
"Uptake of dietary cobalamins into enterocytes",10,2,8,11,14,14,17,20,0.2
"Urea cycle",10,2,10,11.75,13.5,13.5,15.25,17,0.2
"Utilization of Ketone Bodies",4,3,10,115.5,189,221,278.5,336,0.75
"VEGF binds to VEGFR leading to receptor dimerization",8,1,35,35,35,35,35,35,0.125
"VEGF ligand-receptor interactions",8,1,35,35,35,35,35,35,0.125
"VEGFA-VEGFR2 Pathway",97,34,1,7,80.7941176470588,24,67.75,722,0.350515463917526
"VEGFR2 mediated cell proliferation",19,5,3,7,18.4,26,28,28,0.263157894736842
"VEGFR2 mediated vascular permeability",27,11,1,7.5,113.545454545455,21,72.5,722,0.407407407407407
"VLDL assembly",5,2,1,18.5,36,36,53.5,71,0.4
"VLDL clearance",6,4,1,6.25,94.5,39.5,127.75,298,0.666666666666667
"VLDLR internalisation and degradation",16,11,2,20,105.727272727273,22,155.5,388,0.6875
"Variant SLC6A14 may confer susceptibility towards obesity",1,0,NA,NA,NA,NA,NA,NA,0
"Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)",1,1,17,17,17,17,17,17,1
"Vasopressin regulates renal water homeostasis via Aquaporins",43,12,5,9,47.6666666666667,18,58,177,0.27906976744186
"Vasopressin-like receptors",6,1,5,5,5,5,5,5,0.166666666666667
"Vesicle-mediated transport",725,212,1,9.75,66.9716981132076,23,71.75,796,0.292413793103448
"Vif-mediated degradation of APOBEC3G",41,12,4,14.75,29.75,22.5,46,65,0.292682926829268
"Viral Infection Pathways",879,249,1,10,63.6385542168675,29,64,915,0.283276450511945
"Viral Messenger RNA Synthesis",44,23,1,14.5,93.6086956521739,44,127.5,383,0.522727272727273
"Viral RNP Complexes in the Host Cell Nucleus",1,0,NA,NA,NA,NA,NA,NA,0
"Viral mRNA Translation",90,23,2,16,48.8695652173913,32,48.5,256,0.255555555555556
